g2p id,gene symbol,gene mim,hgnc id,previous gene symbols,disease name,disease mim,disease MONDO,allelic requirement,cross cutting modifier,confidence,variant consequence,variant types,molecular mechanism,molecular mechanism categorisation,molecular mechanism evidence,phenotypes,publications,panel,comments,date of last review
G2P01401,DHCR7,602858,2860,SLOS,DHCR7-related Smith-Lemli-Opitz syndrome,270400,MONDO:0010035,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001830; HP:0000047; HP:0000508; HP:0000365; HP:0002019; HP:0000718; HP:0009778; HP:0000046; HP:0000175; HP:0001249; HP:0000717; HP:0010655; HP:0001250; HP:0000126; HP:0001845; HP:0000062; HP:0000028; HP:0007333; HP:0001765; HP:0001623; HP:0001305; HP:0002566; HP:0000007; HP:0000048; HP:0002611; HP:0000639; HP:0001276; HP:0002827; HP:0000341; HP:0000826; HP:0000431; HP:0000752; HP:0002251; HP:0000252; HP:0004691; HP:0000347; HP:0001558; HP:0001840; HP:0000286; HP:0002983; HP:0001360; HP:0000171; HP:0000238; HP:0001629; HP:0002020; HP:0001622; HP:0002021; HP:0000316; HP:0002079; HP:0007537; HP:0002013; HP:0002579; HP:0001680; HP:0002033; HP:0007165; HP:0001508; HP:0000187; HP:0000369; HP:0000518; HP:0000486; HP:0000074; HP:0000813; HP:0002089; HP:0001643; HP:0000678; HP:0000964; HP:0000089; HP:0000403; HP:0010946; HP:0000107; HP:0000358; HP:0003146; HP:0003812; HP:0000996; HP:0001831; HP:0010569; HP:0000054; HP:0001631; HP:0000343; HP:0001511; HP:0004322; HP:0005280; HP:0001153; HP:0000463; HP:0002101; HP:0000104; HP:0001162; HP:0001884; HP:0000742; HP:0006979; HP:0001290,11857552; 9653161; 9634533; 16044199; 12949967; 10677299; 11175299; 9683613; 12794707; 20635399; 15952211; 10814720; 9714007; 26969503,DD; Eye; Skin,,2017-09-01 16:19:15+00:00
G2P01402,PNKP,605610,9154,PNK,PNKP-related ataxia-oculomotor apraxia,616267,MONDO:0014557,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000752; HP:0000253; HP:0000007; HP:0010864; HP:0001270; HP:0002079; HP:0002119,20118933; 25728773,DD,,2015-07-22 16:15:26+00:00
G2P01403,RSPH3,615876,21054,DJ111C20.1; RSHL2; RSP3,RSPH3-related primary ciliary dyskinesia with central-complex defects,616481,MONDO:0014657,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,26073779,DD,,2025-01-28 23:21:01+00:00
G2P01404,ITPR1,147265,6180,ACV; INSP3R1; IP3R1; PPP1R94; SCA15; SCA16; SCA29,"ITPR1-related spinocerebellar ataxia, congenital nonprogressive",117360,MONDO:0007298,monoallelic_autosomal,,strong,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,HP:0001251; HP:0002470; HP:0003577; HP:0001260; HP:0002136; HP:0000006; HP:0003812; HP:0001310; HP:0002075; HP:0002080; HP:0000639; HP:0001270; HP:0006855; HP:0002070,22986007; 27062503; 26770814; 27862915; 28488678; 28620721; 28659154; 28826917; 29186133; 29196976; 29925855; 34722792; 36585006; 37154409; 37821226,DD,,2015-07-22 16:15:26+00:00
G2P01405,LARP7,612026,24912,DKFZP564K112; HDCMA18P; PIP7S,LARP7-related Alazami syndrome,615071,MONDO:0014031,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000007; HP:0002650; HP:0000154; HP:0010864; HP:0000272; HP:0000322; HP:0000445,21937992; 26374271; 26607181,DD,,2016-11-07 20:40:12+00:00
G2P01406,KMT2A,159555,7132,ALL-1; ALL1; CXXC7; HRX; HTRX; HTRX1; MLL; MLL1; MLL1A; TRX1,KMT2A-related Wiedemann-Steiner syndrome,605130,MONDO:0011518,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001510; HP:0012368; HP:0045025; HP:0000494; HP:0000574; HP:0000581; HP:0000164; HP:0001182; HP:0001831; HP:0001263; HP:0002019; HP:0000006; HP:0000316; HP:0000718; HP:0000218; HP:0000960; HP:0002136; HP:0000219; HP:0000664; HP:0002750; HP:0001249; HP:0000343; HP:0000431; HP:0004322; HP:0001508; HP:0000369; HP:0000437; HP:0001250; HP:0001007; HP:0000486; HP:0000445; HP:0000286; HP:0005819; HP:0001252; HP:0009803; HP:0000750; HP:0000527; HP:0001290; HP:0004209,22795537; 32311999; 31250358; 31168168; 31044088; 30841869; 30549396; 29203834; 28815892; 27777327; 27759909; 27320412; 25929198; 25810209; 24886118; 24818805; 34469078; 33043602,DD; Skin,,2025-01-09 15:40:16+00:00
G2P01407,CYB5R3,613213,2873,B5R; DIA1,CYB5R3-related methemoglobinemia due to deficiency of methemoglobin reductase,250800,MONDO:0009606,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,,,DD,,2015-07-22 16:15:26+00:00
G2P01408,KCNJ11,600937,6257,BIR; KIR6.2,"KCNJ11-related diabetes mellitus, transient neonatal",610582,MONDO:0012522,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,gain of function,inferred,,,8923010,DD,,2025-01-21 14:02:01+00:00
G2P01409,CRADD,603454,2340,RAIDD,CRADD-related intellectual developmental disorder with variant lissencephaly,614499,MONDO:0013785,biallelic_autosomal,,limited,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,HP:0001250; HP:0001355; HP:0001339; HP:0001249,22279524; 27773430,DD,,2020-09-22 10:23:48+00:00
G2P01410,PHF8,300560,20672,JHDM1F; KDM7B; KIAA1111; ZNF422,"PHF8-related syndromic intellectual developmental disorder, Siderius type",300263,MONDO:0010286,monoallelic_X_hemizygous,,definitive,absent gene product,,loss of function,inferred,,HP:0000492; HP:0001263; HP:0008050; HP:0000598; HP:0000252; HP:0001288; HP:0001167; HP:0011297; HP:0000733; HP:0000271; HP:0000929; HP:0100022; HP:0002817; HP:0011844; HP:0001155; HP:0000534; HP:0000174; HP:0000153,17661819; 10398231; 17594395; 16199551,DD,,2015-07-22 16:15:26+00:00
G2P01411,ARSL,300180,719,ARSE; CDPX; CDPX1,ARSL-related chondrodysplasia punctata,302950,MONDO:0010555,monoallelic_X_hemizygous,,definitive,absent gene product,,loss of function,inferred,,HP:0003319; HP:0002947; HP:0000420; HP:0008064; HP:0000365; HP:0001263; HP:0003196; HP:0001419; HP:0000410; HP:0010655; HP:0003468; HP:0004322; HP:0002787; HP:0005280; HP:0000458; HP:0000252; HP:0000518; HP:0000925; HP:0003467; HP:0009882; HP:0010666; HP:0002000; HP:0008754; HP:0000135,12567415; 9409863; 7720070,DD; Eye; Skin; Skeletal,,2023-05-24 09:07:32+00:00
G2P01412,GRM1,604473,4593,GPRC1A; MGLU1; MGLUR1; PPP1R85,GRM1-related congenital cerebellar ataxia,614831,,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0003677; HP:0001763; HP:0000007; HP:0000508; HP:0000666; HP:0001263; HP:0001337; HP:0000571; HP:0001249; HP:0001272; HP:0004322; HP:0003593; HP:0001250; HP:0000565; HP:0007068; HP:0002119; HP:0001260; HP:0001347; HP:0001310; HP:0002075; HP:0006951,22901947,DD,,2015-07-22 16:15:26+00:00
G2P01413,STIL,181590,10879,MCPH7; SIL,STIL-related primary microcephaly,612703,MONDO:0012989,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0000252; HP:0000007; HP:0001249,19215732,DD,,2015-07-22 16:15:26+00:00
G2P01414,PIGN,606097,8967,MCD4; PIG-N,PIGN-related multiple congenital anomalies-hypotonia-seizures syndrome,614080,MONDO:0013563,biallelic_autosomal,,definitive,absent gene product; altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,loss of function,inferred,,HP:0002023; HP:0000007; HP:0000396; HP:0000639; HP:0002025; HP:0001263; HP:0000218; HP:0001337; HP:0001561; HP:0001266; HP:0000341; HP:0003196; HP:0000256; HP:0001631; HP:0000233; HP:0000343; HP:0003577; HP:0005280; HP:0001250; HP:0000280; HP:0000194; HP:0000126; HP:0001643; HP:0001265; HP:0001347; HP:0002265; HP:0002020,21493957; 36322149; 24253414; 24852103; 26364997; 26394714; 26419326; 27038415; 27300081; 29096607; 29330547; 32585529; 33193741; 33966742; 34051595; 35468813; 35812661; 36363484,DD; Eye,,2025-03-14 11:47:03+00:00
G2P01416,BIN1,601248,1052,AMPH2; AMPHL; SH3P9,BIN1-related centronuclear myopathy,255200,MONDO:0009709,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0003391; HP:0002747; HP:0001256; HP:0000007; HP:0000508; HP:0002515; HP:0003691; HP:0000276; HP:0008872; HP:0001618; HP:0000218; HP:0001762; HP:0001319; HP:0003687; HP:0002650; HP:0003327; HP:0003700; HP:0001371; HP:0000602; HP:0001270; HP:0003458; HP:0010628; HP:0003307; HP:0001761; HP:0001260; HP:0001284; HP:0002460; HP:0003674; HP:0002808,20142620; 17676042,DD,,2015-07-22 16:15:26+00:00
G2P01417,DARS1,603084,2678,DARS,DARS1-related hypomyelination with brain stem and spinal cord involvement and leg spasticity,615281,MONDO:0014115,biallelic_autosomal,,definitive,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,,23643384,DD,,2015-07-22 16:15:26+00:00
G2P01418,SRPX2,300642,30668,SRPUL,SRPX2-related bilateral perisylvian polymicrogyria,300388,,monoallelic_X_hemizygous,,limited,uncertain,,undetermined,inferred,,HP:0010522; HP:0007359; HP:0002069; HP:0001256; HP:0002126; HP:0007095; HP:0011098; HP:0007024; HP:0000750; HP:0001423; HP:0000006; HP:0007270,16497722,DD,,2018-05-23 10:27:09+00:00
G2P01419,CDKN1C,600856,1786,BWCR; BWS; KIP2; P57,CDKN1C-related Beckwith-Wiedemann syndrome,130650,,monoallelic_autosomal,imprinted region,definitive,absent gene product; altered gene product structure,splice_region_variant; stop_gained; missense_variant; frameshift_variant,loss of function,inferred,,HP:0006277; HP:0000239; HP:0001305; HP:0001548; HP:0000006; HP:0001528; HP:0000598; HP:0000520; HP:0002667; HP:0001998; HP:0002240; HP:0005616; HP:0000269; HP:0003247; HP:0001640; HP:0008186; HP:0000280; HP:0001539; HP:0000028; HP:0001540; HP:0006744; HP:0000105; HP:0000158; HP:0002884; HP:0001638; HP:0000150,20503313; 8841187; 14997421; 9341892; 10424812; 10424811,DD; Skin; Skeletal,,2024-08-19 15:18:34+00:00
G2P01420,CHD2,602119,1917,DKFZP547I1315; DKFZP686E01200; DKFZP781D1727; FLJ38614,CHD2-related epileptic encephalopathy,615369,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000492; HP:0008050; HP:0001250; HP:0001249; HP:0000271; HP:0000929; HP:0001263,23708187; 24207121; 24614520; 25672921; 25783594; 26262932; 28910737; 28960266; 29529558; 29740950; 31677157; 31993582; 32170405; 34609735; 34713950; 35222528; 35386198; 35627293; 35774518; 35774528; 37873138; 37877434; 38125503,DD,,2025-01-16 12:20:09+00:00
G2P01421,CHM,300390,1940,DXS540; REP-1; TCD,CHM-related choroideremia,303100,MONDO:0010557,monoallelic_X_hemizygous,,definitive,absent gene product,,loss of function,inferred,,HP:0007893; HP:0000512; HP:0001133; HP:0000662; HP:0007945; HP:0000556; HP:0007994; HP:0001139; HP:0001000; HP:0001423; HP:0000529; HP:0200065; HP:0001150,1598901; 8477262; 1302003; 21905166; 12827496; 7981670; 27820636; 28271586; 27070432,DD; Eye,,2017-04-20 14:03:59+00:00
G2P01422,IKBKG,300248,5961,FIP-3; FIP3; FIP3P; IKK-GAMMA; IKKAP1; IKKG; IP1; IP2; NEMO; ZC2HC9,IKBKG-related ectodermal dysplasia and immunodeficiency,300291,MONDO:0020740,monoallelic_X_hemizygous,,definitive,absent gene product,,loss of function,inferred,,HP:0001004; HP:0002719; HP:0004315; HP:0002720; HP:0001871; HP:0002715; HP:0000968; HP:0011002; HP:0002721; HP:0002847; HP:0001419; HP:0002961; HP:0001939; HP:0001574; HP:0003496,15577852; 15356572; 11047757; 117248; 14726382; 16228229; 11242109; 12045264; 11224521; 16818673,DD; Skin,,2015-07-22 16:15:26+00:00
G2P01423,TSHR,603372,12373,LGR3,"TSHR-related hyperthyroidism, familial gestational",603373,MONDO:0011309,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,gain of function,inferred,,HP:0000006; HP:0000836; HP:0012188,9854118,DD,,2015-07-22 16:15:27+00:00
G2P01424,PTCH1,601309,9585,BCNS; NBCCS; PTCH,PTCH1-related holoprosencephaly,610828,MONDO:0012562,monoallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,HP:0000601; HP:0000689; HP:0002744; HP:0000242; HP:0000006; HP:0001263; HP:0000316; HP:0000400; HP:0003196; HP:0000283; HP:0000871; HP:0000256; HP:0004122; HP:0010650; HP:0002507; HP:0005326; HP:0000437; HP:0001539; HP:0006315; HP:0005273; HP:0007633; HP:0000327; HP:0002007; HP:0001274; HP:0005469; HP:0010649; HP:0010663; HP:0008501,17001668; 11941477,DD,,2015-07-22 16:15:27+00:00
G2P01425,BMPR1B,603248,1077,ALK6; CDW293,BMPR1B-related brachydactyly,112600,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0004322; HP:0009467; HP:0010055; HP:0010194; HP:0009204; HP:0000006; HP:0009182; HP:0001822; HP:0004691; HP:0009464; HP:0008096; HP:0009161; HP:0004209; HP:0010109,18203755; 14523231,DD; Skeletal,,2023-05-24 09:07:32+00:00
G2P01426,PEX5,600414,9719,PTS1R; PXR1,PEX5-related Zellweger syndrome,214110,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000047; HP:0000556; HP:0001838; HP:0001263; HP:0004492; HP:0004734; HP:0003355; HP:0000268; HP:0001249; HP:0000256; HP:0010864; HP:0002240; HP:0000580; HP:0010655; HP:0000501; HP:0001250; HP:0000582; HP:0006894; HP:0000126; HP:0000457; HP:0000028; HP:0007370; HP:0010808; HP:0000158; HP:0001623; HP:0001999; HP:0000007; HP:0000639; HP:0010696; HP:0000512; HP:0000939; HP:0002570; HP:0000431; HP:0002416; HP:0000347; HP:0002282; HP:0000272; HP:0005469; HP:0001840; HP:0000286; HP:0006579; HP:0000954; HP:0001629; HP:0001892; HP:0006887; HP:0000543; HP:0000316; HP:0000218; HP:0000835; HP:0001271; HP:0008167; HP:0000510; HP:0000057; HP:0000846; HP:0001508; HP:0003577; HP:0000348; HP:0000369; HP:0003455; HP:0000518; HP:0001401; HP:0002007; HP:0000565; HP:0002089; HP:0001643; HP:0001265; HP:0001284; HP:0001193; HP:0000358; HP:0003146; HP:0002967; HP:0005989; HP:0000311; HP:0001762; HP:0007759; HP:0001425; HP:0002750; HP:0001591; HP:0002126; HP:0000463; HP:0000244; HP:0001252; HP:0001088; HP:0011039; HP:0000407,7719337,DD,,2025-01-28 08:52:29+00:00
G2P01427,MAF,177075,6776,C-MAF,MAF-related cataract,610202,MONDO:0012437,monoallelic_autosomal,,definitive,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,HP:0007780; HP:0000006; HP:0000482; HP:0000612; HP:0007976,11772997; 16470690; 30659945; 29314435; 24664492,DD; Eye,,2025-01-09 09:12:07+00:00
G2P01428,MMUT,609058,7526,MUT,MMUT-related methylmalonic aciduria,251000,MONDO:0009612,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001638; HP:0002453; HP:0002188; HP:0000007; HP:0003774; HP:0001263; HP:0001882; HP:0001873; HP:0001944; HP:0002013; HP:0002912; HP:0002240; HP:0001259; HP:0001508; HP:0001987; HP:0001733; HP:0001254; HP:0005979; HP:0001252; HP:0001970; HP:0002154; HP:0011695; HP:0012120,1968706; 1977311; 7909321; 16451139; 17966092; 7951229; 16281286; 1670635; 2881300; 11528502,DD,,2015-07-22 16:15:27+00:00
G2P01429,PDE6H,601190,8790,,PDE6H-related retinal cone dystrophy,610024,MONDO:0012398,biallelic_autosomal,,strong,,3_prime_UTR_variant; 5_prime_UTR_variant,undetermined,inferred,,HP:0000006; HP:0000662; HP:0007663; HP:0000007; HP:0000613; HP:0000639; HP:0008020; HP:0007641,15629837; 22901948,DD; Eye,,2018-01-22 16:12:12+00:00
G2P01430,TMEM67,609884,28396,JBTS6; MGC26979; MKS3; NPHP11,TMEM67-related nephronophthisis,613550,MONDO:0013302,biallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,HP:0005583; HP:0001510; HP:0009916; HP:0000092; HP:0000103; HP:0000486; HP:0001395; HP:0000007; HP:0000108; HP:0000090; HP:0003774; HP:0000639; HP:0001263; HP:0001903; HP:0000546; HP:0001959,19508969,DD,,2015-07-22 16:15:27+00:00
G2P01431,TSHZ1,614427,10669,NY-CO-33; SDCCAG33; TSH1,"TSHZ1-related aural atresia, congenital",607842,MONDO:0011921,monoallelic_autosomal,,limited,absent gene product,,loss of function,inferred,,HP:0000006; HP:0000413,22152683,DD,,2015-07-22 16:15:27+00:00
G2P01432,PACS1,607492,30032,FLJ10209; KIAA1175,PACS1-related intellectual disability,615009,,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,gain of function,inferred,,HP:0001671; HP:0000366; HP:0000494; HP:0011844; HP:0001263; HP:0002019; HP:0000316; HP:0000035; HP:0000598; HP:0001167; HP:0000233; HP:0000153; HP:0000492; HP:0011343; HP:0008050; HP:0000369; HP:0000252; HP:0001250; HP:0001780; HP:0000159; HP:0000929; HP:0002817; HP:0001155; HP:0000286; HP:0000177; HP:0011297; HP:0000271; HP:0001760,23159249; 25522177; 26842493; 28111752; 28975623; 29550517; 30113927; 34068396; 34373684; 34517877; 36210549; 36415352; 37064331; 37141437; 37218682; 37373745; 37747683,DD,,2025-01-16 14:07:31+00:00
G2P01433,SHH,600725,10848,HHG1; HLP3; HPE3; MCOPCB5; SMMCI; TPT; TPTPS,SHH-related holoprosencephaly,142945,MONDO:0007733,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000601; HP:0001256; HP:0002708; HP:0000007; HP:0010644; HP:0000453; HP:0000006; HP:0000528; HP:0000835; HP:0006988; HP:0000054; HP:0000589; HP:0009914; HP:0000568; HP:0004322; HP:0000458; HP:0000252; HP:0001250; HP:0001943; HP:0000204; HP:0006315; HP:0002916; HP:0003828; HP:0001328; HP:0001739; HP:0002006; HP:0001360; HP:0000824; HP:0008501,15103725; 11471164; 12567406,DD,,2015-07-22 16:15:27+00:00
G2P01434,GSPT2,300418,4622,ERF3B; FLJ10441,GSPT2-related intellectual disability,,,monoallelic_X_hemizygous,,strong,absent gene product,,loss of function,inferred,,,,DD,,2025-01-16 11:05:29+00:00
G2P01435,GLIS3,610192,28510,MGC33662; ZNF515,GLIS3-related diabetes mellitus neonatal with congenital hypothyroidism,610199,MONDO:0012436,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001396; HP:0000851; HP:0000007; HP:0000819; HP:0000107; HP:0001511; HP:0001087,12966531,DD,,2015-07-22 16:15:27+00:00
G2P01436,RNF113A,300951,12974,CWC24; RNF113; ZNF183,RNF113A-related trichothiodystrophy,300953,MONDO:0010495,monoallelic_X_hemizygous,,limited,absent gene product,,loss of function,inferred,,,25612912,DD,,2015-07-22 16:15:27+00:00
G2P01437,PPP2R1A,605983,9302,PP2A-AALPHA; PP2AA; PR65A,PPP2R1A-related intellectual disability,616362,,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,dominant negative,inferred,,HP:0000366; HP:0002500; HP:0011344; HP:0000429; HP:0011844; HP:0001263; HP:0000290; HP:0000598; HP:0001167; HP:0000153; HP:0000492; HP:0011343; HP:0008050; HP:0001250; HP:0000463; HP:0000159; HP:0000929; HP:0002817; HP:0001155; HP:0001252; HP:0000177; HP:0011297; HP:0000271; HP:0100022; HP:0000534,25533962,DD,,2025-01-16 14:11:43+00:00
G2P01438,ADAR,146920,225,ADAR1; DRADA; G1P1; IFI4,ADAR-related Aicardi-Goutieres syndrome associated with a type I interferon signature,615010,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,23001123; 24262145; 28139822; 29221912,DD,,2025-01-21 16:20:53+00:00
G2P01439,KIF4A,300521,13339,FLJ12530; FLJ12655; FLJ14204; FLJ20631; HSA271784; KIF4; KIF4-G1; MRX100,KIF4A-related intellectual disability,300923,,monoallelic_X_hemizygous,,limited,absent gene product,,loss of function,inferred,,,24812067,DD,,2025-01-16 13:59:55+00:00
G2P01440,MAOA,309850,6833,,MAOA-related Brunner syndrome,300615,MONDO:0010379,monoallelic_X_hemizygous,,strong,absent gene product,,loss of function,inferred,,HP:0001780; HP:0004691; HP:0000728; HP:0001249; HP:0011297; HP:0000769; HP:0001760; HP:0002557; HP:0007018; HP:0004404; HP:0100716; HP:0011844; HP:0000736,24169519,DD,,2015-07-22 16:15:27+00:00
G2P01441,MEGF8,604267,3233,C19ORF49; EGFL4; FLJ22365; SBP1,MEGF8-related Carpenter syndrome,614976,MONDO:0013998,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0010194; HP:0001669; HP:0001156; HP:0002700; HP:0000007; HP:0000482; HP:0006397; HP:0000218; HP:0002857; HP:0009891; HP:0000960; HP:0007759; HP:0003182; HP:0001249; HP:0002650; HP:0000072; HP:0002970; HP:0010093; HP:0001631; HP:0006335; HP:0004443; HP:0000826; HP:0001513; HP:0004322; HP:0004467; HP:0001636; HP:0005280; HP:0004442; HP:0000369; HP:0001748; HP:0002869; HP:0003298; HP:0003241; HP:0000347; HP:0002059; HP:0000126; HP:0001539; HP:0009473; HP:0000327; HP:0000028; HP:0000272; HP:0000377; HP:0002673; HP:0000405; HP:0009843; HP:0001643; HP:0001840; HP:0004440; HP:0001841; HP:0007370; HP:0000286; HP:0006349; HP:0010275; HP:0000470; HP:0001162; HP:0000248; HP:0001770; HP:0001642; HP:0000407; HP:0001629; HP:0000648; HP:0004209; HP:0001537,,DD; Skeletal,,2023-05-24 09:07:32+00:00
G2P01442,SKIC2,600478,10898,SKIV2; SKIV2L,SKIC2-related trichohepatoenteric syndrome,614602,MONDO:0013818,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,,DD,,2015-07-22 16:15:27+00:00
G2P01443,BBS12,610683,26648,C4ORF24; FLJ35630; FLJ41559,BBS12-related Bardet-Biedl syndrome,615989,MONDO:0014440,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002370; HP:0007707; HP:0007401; HP:0003812; HP:0002167; HP:0001712; HP:0001156; HP:0000007; HP:0000556; HP:0001829; HP:0000639; HP:0000365; HP:0008734; HP:0001263; HP:0001626; HP:0000821; HP:0000218; HP:0000077; HP:0000008; HP:0000510; HP:0001773; HP:0000483; HP:0000054; HP:0001395; HP:0001249; HP:0000819; HP:0000256; HP:0000822; HP:0000548; HP:0002141; HP:0000545; HP:0001080; HP:0002099; HP:0000501; HP:0001251; HP:0001513; HP:0002251; HP:0000518; HP:0001007; HP:0000486; HP:0000148; HP:0000028; HP:0000678; HP:0030010; HP:0001328; HP:0001392; HP:0000668; HP:0000505; HP:0001162; HP:0000135; HP:0009466; HP:0000750; HP:0009806; HP:0000800; HP:0001159; HP:0010442; HP:0000137,19797195; 20827784; 17160889; 26082521,DD; Eye,,2025-01-21 22:06:28+00:00
